  10   253758.000000
  110   281852.000000
  210   239370.000000
  310   84272.000000
  410   4686.000000
  510   4109.000000
  610   3085.000000
  710   4042.000000
  725   3596.000000
  740   1904.000000
  755   5008.000000
  770   2681.000000
  785   2667.000000
  800   3523.000000
  815   3129.000000
  830   3103.000000
  845   3403.000000
  860   4248.000000
  875   4489.000000
  890   2541.000000
  905   2816.000000
  920   3138.000000
  935   3025.000000
  950   2952.000000
  965   4971.000000
  980   3320.000000
  995   3125.000000
